Gene ID	treated_1	treated_2	treated_3	untreated_1	untreated_2	untreated_3
MIR7113	17	14	17	34	24	25
MIR4691	65	37	37	69	44	75
TCIRG1	1471	1014	1143	11536	8016	10656
MIR6753	3	1	6	10	9	4
CHKA	2834	2142	2309	2708	1878	2504
CHKA-DT	28	17	23	42	36	59
KMT5B	4596	3429	3556	22256	16520	22292
C11orf24	788	498	695	1207	774	1008
LOC105369363	46	21	40	81	73	91
LRP5	5020	3281	4161	7232	4751	5850
PPP6R3	7580	5812	6336	11003	7785	10938
LOC107984343	26	16	18	23	15	18
GAL	127	87	107	108	66	122
TESMIN	2670	1919	2034	3991	2612	3331
CPT1A	10170	7233	8284	12975	8632	11025
LINC02701	28	19	25	34	20	30
MRPL21	1270	878	1003	2269	1609	2192
IGHMBP2	1970	1335	1620	2777	1821	2465
MRGPRD	1	1	0	6	0	13
MRGPRF	3	3	8	15	13	19
MRGPRF-AS1	0	0	0	0	1	0
TPCN2	1401	940	1178	2011	1334	1693
MIR3164	4	7	1	5	10	2
LOC107984344	43	22	29	48	40	56
LOC338694	2	4	3	5	5	6
SMIM38	124	92	108	159	107	148
LOC105369366	1	0	0	0	0	0
LOC105369367	4	2	2	7	4	22
LOC105369368	0	0	0	1	0	0
MYEOV	13	8	10	65	31	38
LOC105369370	9	4	4	24	29	36
LINC02953	0	1	0	1	0	0
LINC02747	32	15	33	149	98	119
LINC01488	62	31	43	77	51	91
CCND1	5604	3851	4390	131528	80128	113204
LTO1	1401	987	1178	1916	1271	1699
FGF19	0	1	0	3	0	1
FGF4	0	0	0	0	0	0
FGF3	1	0	0	0	0	0
LOC107984368	0	0	0	0	0	0
LOC107984355	0	0	0	0	0	0
LINC02753	0	1	1	1	0	0
LOC105369371	0	1	1	1	1	0
LINC02584	0	2	0	0	0	1
ANO1	131	91	143	160	110	123
LOC105369372	0	0	0	2	0	1
LOC101928473	2	1	1	0	0	0
FADD	1871	1275	1507	12100	8560	11032
PPFIA1	6022	4417	4835	6432	4308	5648
MIR548K	0	0	1	0	0	1
LOC107984346	0	4	1	5	2	2
LOC105369373	204	180	182	245	168	204
LOC107984347	793	539	624	839	587	796
CTTN	17408	11543	13763	23076	15158	19644
SHANK2	3788	2719	2922	13256	8488	11088
SHANK2-AS1	7	5	2	7	4	2
SHANK2-AS3	0	0	1	6	6	11
MIR3664	0	0	0	0	0	0
ACTE1P	0	1	0	2	0	2
DHCR7	3609	2439	2813	9417	5906	8199
NADSYN1	4961	3133	4221	9337	6466	8288
MIR6754	1	0	2	2	3	1
KRTAP5-7	14	11	1	25	18	8
KRTAP5-8	12	11	11	18	15	14
KRTAP5-9	34	31	23	36	27	39
KRTAP5-10	16	2	5	16	4	18
KRTAP5-11	0	0	0	0	0	1
LOC105379409	5	3	7	11	6	12
FAM86C1P	494	374	373	738	479	691
ALG1L9P	101	74	64	180	116	122
ZNF705EP	6	7	5	15	11	26
DEFB108B	0	0	0	1	0	0
XNDC1N	83	53	50	171	106	148
DEFB131B	9	16	17	44	21	47
RNF121	1225	867	1040	1552	1092	1558
IL18BP	738	494	640	1161	785	1007
NUMA1	28778	18834	23534	44583	29408	37747
LOC100128494	7278	4762	6080	11326	7526	9707
MIR3165	0	0	0	0	0	0
LRTOMT	1256	871	1069	2204	1466	1992
LAMTOR1	3814	2482	3098	5138	3787	4941
ANAPC15	563	362	450	871	566	798
FOLR3	2	1	1	0	0	1
FOLR1	11	2	6	14	15	6
FOLR2	0	1	1	0	0	1
INPPL1	16979	11438	13220	20954	13386	17572
PHOX2A	7	7	6	11	3	3
CLPB	1377	889	1085	9236	5664	8632
LOC112268077	1	1	0	0	0	2
LOC105369376	0	0	0	0	0	0
LINC01537	1	0	0	0	0	0
PDE2A	20	22	22	9	7	6
PDE2A-AS2	1	0	3	0	0	2
LOC105369377	1	0	1	0	0	0
MIR139	0	0	0	0	0	0
PDE2A-AS1	0	4	1	6	2	0
ARAP1	3592	2287	2978	6699	4270	5681
ARAP1-AS2	149	117	127	296	204	236
STARD10	17528	11947	14980	23848	16087	21179
MIR4692	2	2	2	5	4	1
LOC105369380	131	94	114	258	170	265
LOC107984421	85	61	87	246	162	198
ATG16L2	4164	2910	3616	5384	3628	4707
FCHSD2	509	415	397	1096	707	968
IUR1	5	4	2	2	5	2
P2RY2	1962	1325	1714	4151	2685	3635
LOC105369382	6	2	8	15	15	15
P2RY6	104	75	92	429	287	410
ARHGEF17	3226	2197	2754	4999	3420	4382
ARHGEF17-AS1	165	134	121	243	144	202
RELT	557	369	383	651	443	564
FAM168A	3741	2668	3169	6277	4186	5775
PLEKHB1	649	448	521	664	436	571
RAB6A	7449	5329	5960	8912	6130	8020
MRPL48	901	661	697	1500	1192	1606
COA4	2477	1695	2145	5189	3664	4966
PAAF1	1201	762	912	2138	1461	1971
DNAJB13	54	36	41	76	58	62
UCP2	6009	4022	4638	5017	3101	3890
UCP3	45	29	48	72	42	75
C2CD3	1623	1138	1372	2717	1745	2455
PPME1	1573	1043	1266	3153	2082	2874
LOC105369383	11	3	2	3	5	5
P4HA3	26	15	9	2	8	3
P4HA3-AS1	1	2	4	0	1	2
LOC112268078	1	3	0	2	2	0
PGM2L1	3002	2178	2372	1393	950	1271
MIR548AL	0	0	0	0	0	0
KCNE3	0	0	1	0	0	0
LIPT2	120	67	90	161	139	170
LIPT2-AS1	154	145	112	256	183	200
LOC105369386	0	0	0	2	0	0
POLD3	518	389	429	1448	1035	1337
CHRDL2	3	3	1	0	0	1
MIR4696	0	0	1	0	0	0
RNF169	1285	1028	1006	1918	1360	1874
XRRA1	581	393	442	793	558	769
LOC107984352	2	2	4	3	1	4
SPCS2	2219	1473	1811	3870	2671	3647
NEU3	1460	1058	1169	2526	1781	2495
OR2AT4	0	0	1	1	0	0
LOC107984358	0	0	0	0	0	0
SLCO2B1	1	2	2	0	0	0
LOC105369388	1	1	1	0	0	0
TPBGL	1	2	2	0	3	1
ARRB1	2050	1256	1658	8720	5848	7940
MIR326	1	0	0	0	0	0
RPS3	97363	63270	80535	159757	114640	151447
SNORD15A	51	36	35	36	24	36
SNORD15B	17	8	17	23	24	30
KLHL35	206	139	171	137	123	141
GDPD5	440	294	347	812	500	716
LOC105369389	2	1	2	1	3	0
SERPINH1	6768	4592	5331	6950	4824	6006
LOC105369391	5	0	0	3	3	1
MAP6	74	54	42	53	38	42
LOC105369392	3	0	0	0	0	0
MOGAT2	0	0	2	0	0	0
LOC105369393	0	0	0	0	0	0
DGAT2-DT	0	0	0	0	0	0
DGAT2	232	178	233	510	359	431
UVRAG-DT	4	7	5	15	7	8
UVRAG	1377	1031	1086	1491	1091	1363
WNT11	75	58	57	7	5	8
LOC112268079	14	9	13	2	0	3
LINC02761	2	1	2	4	2	1
TRP-AGG2-4	0	0	0	0	0	0
TRP-TGG2-1	1	0	0	0	0	0
LOC105369395	0	0	0	0	0	1
THAP12	2136	1673	1773	3080	2196	2909
GVQW3	590	431	538	1534	1030	1348
EMSY	2174	1630	1735	3443	2432	3253
LINC02757	0	0	0	0	0	0
LRRC32	6	8	4	2	4	2
LOC107984360	0	1	1	0	0	0
GUCY2EP	8	8	13	5	8	12
LOC105369397	3	0	2	2	5	1
TSKU	6008	4003	4847	44664	30440	41424
TSKU-AS1	16	20	24	62	28	56
ACER3	707	597	616	1086	676	1089
B3GNT6	2	1	4	28	32	12
LOC105369399	0	0	0	0	0	0
LOC105369400	0	0	0	0	0	0
CAPN5	286	175	156	88	67	76
OMP	3	5	2	0	2	4
MYO7A	17	14	33	86	69	84
GDPD4	1	1	1	3	1	0
PAK1	1149	918	1029	7952	5860	7976
LINC03030	0	2	2	12	4	2
AQP11	114	76	82	185	116	209
CLNS1A	4753	3502	3895	7273	5254	7107
LOC107984369	0	2	1	1	0	0
RSF1	4927	3571	3766	6393	4462	6309
AAMDC	265	224	248	448	330	452
INTS4	1205	853	973	2158	1445	2029
NDUFC2-KCTD14	1329	978	1076	2457	1687	2296
KCTD14	15	8	12	16	10	17
THRSP	35	16	33	97	52	100
NDUFC2	1862	1317	1523	3257	2240	3009
LOC105369401	3	1	1	1	1	2
ALG8	1223	977	998	3172	2052	2997
KCTD21-AS1	76	62	73	204	134	198
KCTD21	686	424	589	1295	894	1257
USP35	552	397	426	1441	943	1359
GAB2	1531	1107	1217	10432	6872	9196
LOC105369402	0	0	0	0	0	0
LINC02728	22	25	19	24	13	10
NARS2	835	613	688	1818	1196	1707
LOC105369403	9	8	6	18	7	15
LOC101928896	0	1	1	1	0	3
TENM4	65	45	50	149	93	146
MIR708	0	0	1	0	0	0
MIR5579	0	0	0	0	0	0
LOC105369405	0	2	0	0	0	0
LOC107984424	5	1	2	1	1	4
LOC105369406	0	2	2	1	1	1
LOC105369408	0	1	1	0	0	0
LOC105369409	27	13	22	15	6	17
LINC02720	43	33	39	42	32	46
MIR4300HG	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0
LOC107984423	0	0	0	0	0	0
LOC105369410	0	0	0	0	0	0
FAM181B	1	0	0	0	0	0
LINC02734	0	0	0	0	0	0
PRCP	620	465	497	1681	1186	1619
DDIAS	136	82	93	932	624	936
RAB30	2396	1831	2017	5538	3914	5042
SNORA70E	0	0	0	0	0	1
RAB30-DT	210	170	171	624	349	534
PCF11	4730	3551	3857	7166	5127	7304
ANKRD42-DT	264	214	238	451	329	450
PCF11-AS1	69	62	72	154	116	173
ANKRD42	873	608	753	1186	806	1056
CCDC90B	1736	1146	1457	10340	7468	10100
LOC105369420	1	0	1	1	0	0
DLG2	52	39	35	95	78	125
LOC107984425	1	0	0	0	2	0
DLG2-AS2	1	0	1	0	0	2
LOC105369416	0	0	0	0	0	0
TMEM126B	1188	836	931	2123	1422	2122
TMEM126A	384	326	321	740	495	778
CREBZF	6332	5111	5378	16197	10991	14963
CCDC89	106	94	83	135	119	137
SYTL2	32248	24890	27281	36218	25697	34621
CCDC83	141	93	99	46	41	29
PICALM	6872	5217	5607	8143	5635	7736
LINC02695	0	1	2	1	0	1
EED	920	694	780	1707	1128	1633
MIR6755	8	9	7	26	25	35
HIKESHI	810	626	730	1447	1103	1526
LOC105369421	6	3	2	4	6	5
CCDC81	232	169	164	363	263	300
ME3	5	4	10	80	28	36
ME3-DT	0	1	2	7	3	8
LOC102724775	1	0	0	0	0	1
PRSS23	700	486	493	7604	5172	7016
OR7E2P	3	0	0	1	0	0
LOC112268086	3	4	10	12	8	8
LOC107984429	3	3	2	8	8	5
LOC107984428	80	44	65	71	95	106
FZD4	1364	1035	1081	1994	1311	1977
FZD4-DT	18	16	30	42	30	43
LOC105369422	6	4	5	14	13	10
TMEM135	819	673	695	1639	1264	1838
LOC107984361	1	0	0	0	0	0
LINC02711	0	0	0	0	0	0
RAB38	1	0	1	0	0	0
MIR3166	0	0	0	0	0	0
CTSC	1189	884	1035	2197	1525	2138
LOC101929174	18	20	21	97	54	85
GRM5	0	2	0	1	1	1
GRM5-AS1	2	0	0	2	2	2
LOC107984363	0	0	0	0	0	0
TYR	0	0	0	0	0	0
NOX4	0	0	0	1	0	0
FOLH1B	0	2	0	0	0	0
TRIM77	0	0	0	0	0	0
TRIM49	1	0	0	0	0	0
LOC105369176	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0
TRIM49D1	0	1	0	0	0	0
TRIM49D2	0	1	0	0	0	0
TRIM64	0	0	0	0	0	0
TRIM51EP	0	0	0	0	1	0
TRIM53AP	0	0	0	0	0	0
TRIM49C	1	0	0	0	0	2
UBTFL1	1	0	0	0	0	0
NAALAD2	60	40	43	28	25	29
CHORDC1	1278	947	972	1521	1117	1628
DISC1FP1	1	1	1	1	1	3
MIR4490	0	0	0	0	0	0
MIR1261	0	0	0	0	0	0
LINC02748	0	0	0	0	0	0
LOC107984371	0	0	0	0	0	0
LINC02756	0	0	0	0	0	0
LOC105369429	0	0	0	0	0	0
FAT3	0	3	0	0	0	1
LINC02746	0	0	0	0	0	0
MTNR1B	0	0	0	0	0	0
SLC36A4	79	54	66	219	147	190
LOC112268080	0	0	0	0	0	0
DEUP1	2	0	0	1	0	0
SMCO4	41	28	30	62	42	46
CEP295	1031	768	826	1495	1060	1538
SCARNA9	9	7	17	15	13	15
TAF1D	3470	2705	2739	3569	2573	3625
SNORA25	52	40	35	65	46	60
SNORA32	78	73	70	137	84	125
SNORD6	13	19	19	38	29	27
SNORA1	28	14	14	31	27	30
SNORA8	89	66	81	100	62	112
SNORD5	42	28	34	74	36	67
SNORA18	55	38	37	105	62	85
MIR1304	41	31	29	94	53	85
SNORA40	103	72	97	207	130	189
C11orf54	1124	791	874	2034	1395	1806
MED17	1130	789	909	1643	1086	1538
VSTM5	11	6	11	8	8	9
HEPHL1	54	46	30	122	106	126
PANX1	1431	1133	1269	3044	2101	2831
LOC105369435	8	11	12	38	18	27
IZUMO1R	0	0	1	0	1	0
GPR83	5	4	5	4	3	5
MRE11	801	587	600	1891	1335	1971
MIR548L	0	0	2	4	7	2
ANKRD49	411	299	354	717	550	686
C11orf97	0	0	0	0	0	0
FUT4	125	103	105	968	568	720
PIWIL4-AS1	32	16	18	41	23	28
PIWIL4	18	17	25	31	24	24
LINC02700	3	4	5	5	5	6
AMOTL1	2215	1495	1755	4168	2752	3414
LOC107984376	2	1	0	0	0	0
CWC15	777	586	602	1298	927	1301
KDM4D	24	25	27	32	26	44
KDM4E	1	2	0	0	0	0
LOC107984375	0	0	0	0	0	0
SRSF8	1204	922	1024	2034	1348	1871
ENDOD1	587	438	490	6240	4232	6088
LNCRNA-IUR	2	0	0	5	3	9
SESN3	568	380	449	587	407	539
LOC100129203	5	4	4	10	2	2
LOC105369439	0	0	0	0	0	0
LOC105369440	0	0	0	0	0	0
LOC105369441	0	0	0	0	0	0
LOC107984377	0	0	1	0	0	0
FAM76B	762	616	661	1241	851	1220
CEP57	834	622	701	1914	1343	1989
MTMR2	710	519	548	1120	768	1115
MAML2	239	171	213	392	265	307
MIR1260B	6	4	7	12	3	8
CCDC82	256	181	224	578	365	522
JRKL	489	367	371	926	657	925
JRKL-AS1	0	0	0	0	0	0
LINC02737	0	0	0	0	0	0
LOC105369448	0	0	0	0	0	0
LOC105369450	0	0	0	0	0	0
LOC105369451	0	0	0	0	0	0
LOC105369452	0	0	0	0	0	0
LOC105369453	0	0	0	0	0	0
LINC02713	0	0	0	0	0	0
LOC105369455	0	0	0	0	0	0
CNTN5	2	1	1	1	0	1
LOC107984430	0	0	0	0	0	0
LOC107984431	0	0	0	0	0	0
LOC105369456	0	0	0	0	0	0
ARHGAP42-AS1	18	18	14	22	22	16
ARHGAP42	309	229	212	301	265	307
LOC105369457	0	0	0	0	0	0
SNORD13I	0	0	0	0	0	0
PGR	687	532	531	10270	7037	9605
PGR-AS1	29	20	25	254	177	240
LOC105369458	6	12	5	44	27	25
TRPC6	20	14	7	74	58	76
MIR3920	1	0	0	2	0	1
ANGPTL5	0	0	2	1	0	1
CEP126	270	188	226	215	180	231
CFAP300	2	3	5	4	8	7
YAP1	2532	1789	2043	4819	3326	4677
LOC105369460	1	4	2	7	1	0
BIRC3	41	50	34	22	20	21
BIRC2	1342	1048	1053	2041	1425	2004
TMEM123	4113	3183	3197	6656	4724	6575
TMEM123-DT	15	25	15	48	35	40
LOC102723838	0	0	0	0	0	0
MMP7	0	0	1	0	0	0
MMP20	1	0	0	0	0	0
MMP20-AS1	0	2	0	0	0	0
MMP27	0	0	0	0	0	0
MMP8	0	0	0	0	0	0
MMP10	0	1	0	0	0	0
WTAPP1	2	0	0	1	0	0
MMP1	0	2	4	1	0	0
MMP3	5	1	0	0	0	0
MMP12	0	1	3	0	0	0
MMP13	32	26	27	7	6	6
DCUN1D5	1135	840	870	1316	941	1243
DYNC2H1	1016	743	839	1638	1090	1640
LOC105369463	0	0	0	0	0	0
LOC102723862	0	0	0	0	0	0
MIR4693	0	0	0	0	0	0
LOC105369464	0	0	0	0	0	0
PDGFD	0	0	2	0	0	0
DDI1	0	0	1	0	0	0
LOC102723879	0	0	0	0	0	0
LINC02552	0	0	0	0	0	0
LOC105369466	0	0	0	0	0	0
LOC107984380	0	0	0	0	0	0
CASP12	0	0	0	0	0	0
CASP4LP	0	0	0	0	0	0
CASP4	135	82	109	219	123	189
CASP5	0	0	0	3	1	0
CASP1	0	0	1	1	1	0
CARD16	0	0	0	0	0	0
LOC107984381	0	0	0	0	0	0
CASP1P2	0	0	0	0	0	0
CARD17P	0	0	0	0	0	0
CARD18	0	0	0	1	1	0
LOC105369469	1	0	0	0	0	0
LOC105369468	0	0	1	0	0	0
GRIA4	4	1	0	1	1	4
MSANTD4	551	396	438	773	558	745
KBTBD3	149	111	129	256	221	259
AASDHPPT	987	828	853	1841	1319	1686
LINC02719	0	0	0	0	0	0
LOC101928535	0	0	0	0	0	0
LOC105369474	0	0	0	0	0	0
GUCY1A2	54	58	47	108	84	145
LOC112268081	0	0	0	0	0	0
LOC105369475	0	0	0	0	0	0
LOC105369477	49	25	39	82	52	66
CWF19L2	359	233	272	585	359	586
ALKBH8	360	257	252	436	305	449
ELMOD1	1	3	1	2	0	5
LOC112267904	2	0	0	0	0	0
SLN	1	0	1	0	1	1
SLC35F2	980	682	731	1247	866	1192
RAB39A	0	0	1	0	2	0
CUL5	1420	1073	1100	2324	1669	2303
ACAT1	1089	907	945	1942	1401	1985
NPAT	654	492	554	1178	920	1214
ATM	1957	1618	1716	5179	3556	5002
C11orf65	73	55	37	143	90	150
POGLUT3	354	252	277	579	389	613
LOC112267909	6	6	6	13	8	6
EXPH5	452	348	355	657	418	665
LOC101928561	1	1	1	1	1	0
DDX10	732	578	601	5724	3952	5720
C11orf87	0	0	0	0	2	1
LINC02715	0	0	0	0	0	0
LOC105369483	0	0	0	0	0	0
LOC107984384	0	0	0	0	0	0
LOC105369484	0	0	0	0	0	0
ZC3H12C	17	18	10	9	5	7
RDX	2864	2295	2333	10344	6196	9068
LINC02732	56	37	31	4	7	8
LOC107984385	2	0	0	0	0	0
FDX1	406	377	323	609	330	473
LOC105369487	4	1	10	3	4	2
ARHGAP20	3	2	2	2	1	0
LOC105369488	0	0	0	0	0	0
LOC105369489	0	0	0	0	0	0
LINC02550	0	0	0	0	1	0
LOC102723966	0	0	1	0	1	0
POU2AF2	1	1	0	0	2	0
COLCA1	72	32	45	266	187	222
POU2AF3	74	54	57	314	178	276
LOC105369491	0	0	0	0	2	0
MIR4491	0	0	0	0	0	0
POU2AF1	2	0	0	5	4	2
BTG4	4	0	1	0	0	4
LOC100132078	0	0	0	0	0	0
LOC107984386	0	0	0	0	0	0
LOC644277	0	0	0	0	0	0
MIR34BHG	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0
HOATZ	1	0	0	0	0	1
LAYN	0	0	0	1	0	2
SIK2	1550	1175	1354	2126	1338	1780
PPP2R1B	919	719	695	1793	1322	1681
ALG9	625	431	466	935	660	879
FDXACB1	95	72	70	155	130	164
CFAP68	232	180	180	315	254	310
CRYAB	80	50	55	13	3	4
HSPB2	0	2	2	2	2	0
HSPB2-C11orf52	289	183	208	363	252	349
C11orf52	289	183	207	363	252	349
DIXDC1	627	427	473	769	488	707
DLAT	1027	673	738	2029	1339	1763
PIH1D2	176	130	161	377	239	365
NKAPD1	1155	860	927	1931	1397	1972
TIMM8B	617	436	507	1047	795	1089
SDHD	1326	889	970	2273	1641	2373
IL18	70	45	59	63	36	59
LOC107987164	0	0	1	0	0	1
TEX12	3	3	3	5	1	2
BCO2	28	17	17	30	14	27
PTS	491	326	352	581	450	590
PLET1	5	1	2	3	3	1
LOC100132686	4	2	3	3	1	3
LINC02762	22	21	13	93	74	81
LOC107984388	5	0	2	8	4	1
LOC107984387	64	43	43	177	152	182
LOC107984389	0	0	0	0	0	0
LINC02763	0	0	0	0	0	4
LINC02764	0	0	0	0	0	0
LOC105369496	0	0	0	0	0	0
LOC105369498	0	0	0	0	0	0
LOC101928847	0	0	0	0	0	0
NCAM1	5	1	1	8	2	4
NCAM1-AS1	1	0	0	0	0	1
TTC12	361	261	276	602	363	523
ANKK1	7	11	10	6	7	6
DRD2	5	0	2	0	2	4
MIR4301	0	0	0	0	0	0
LOC105369501	0	0	0	0	0	0
LOC107984390	1	8	0	2	0	3
TMPRSS5	30	29	39	32	14	23
ZW10	549	436	452	865	604	864
CLDN25	2	0	0	1	0	0
USP28	624	449	535	1403	929	1480
HTR3B	0	0	1	0	0	0
HTR3A	4	1	0	0	0	0
ZBTB16	0	0	0	1	1	0
LOC101928875	0	0	0	0	0	0
NNMT	0	0	0	0	0	0
LOC101928940	0	0	1	0	0	0
LOC107984391	0	0	2	0	0	0
C11orf71	297	192	230	573	433	515
RBM7	477	391	429	781	532	767
REXO2	540	381	387	1043	752	1050
NXPE2	0	4	2	2	1	2
NXPE1	0	2	0	0	0	0
NXPE4	0	0	0	1	0	0
LOC105369504	0	0	0	0	0	0
LOC105369506	0	0	0	0	0	0
LOC105369505	0	0	0	0	0	0
CADM1	1015	741	815	1400	965	1312
LOC105369509	0	0	0	0	0	0
CADM1-AS1	0	0	0	0	0	0
LOC105369511	0	0	0	0	0	0
LINC02698	0	0	2	0	0	0
LOC101928985	0	0	0	0	0	0
LINC00900	0	0	0	0	0	0
LOC107987165	0	0	0	0	0	0
LINC02703	0	0	0	0	0	0
LOC112268082	0	0	0	0	0	0
LOC105369513	2	0	0	0	0	0
LOC107984393	0	2	0	0	0	0
LOC107987166	0	0	0	0	0	0
LOC107984372	0	0	0	1	0	0
LINC02702	0	0	0	0	0	0
BUD13	385	290	344	716	498	714
ZPR1	1285	1062	1140	1830	1176	1798
APOA5	0	2	1	4	2	1
APOA4	0	0	0	0	0	0
APOC3	0	0	0	24	0	4
APOA1	2	1	6	4	12	16
APOA1-AS	10	3	7	6	6	11
SIK3	1152	738	920	1218	778	1056
PAFAH1B2	2827	2083	2260	4000	2791	3788
SIDT2	1686	1001	1258	2490	1572	2089
LOC100652768	226	132	165	372	218	310
TAGLN	384	245	292	462	297	380
PCSK7	1275	821	1014	1332	856	1145
RNF214	795	574	696	1146	792	1032
BACE1	3566	2575	3008	3934	2636	3498
BACE1-AS	158	128	140	202	124	184
CEP164	2476	1612	2074	3936	2561	3555
DSCAML1	234	154	234	320	215	291
LOC105369515	0	0	0	1	0	0
LOC107984394	0	1	0	0	0	0
FXYD2	0	1	0	1	1	1
FXYD6-FXYD2	6	3	4	12	5	10
FXYD6	52	34	42	93	50	96
TMPRSS13	1496	885	1190	2845	2036	2706
IL10RA	30	18	28	34	20	30
SMIM35	9	9	9	14	7	13
TMPRSS4	241	151	183	757	429	700
LOC105369517	4	5	4	11	11	11
SCN4B	4	0	2	12	17	22
SCN2B	3	2	2	0	0	0
JAML	3	0	4	2	1	1
MPZL3	1435	1053	1103	1695	1216	1651
MPZL2	1248	855	943	1415	986	1446
CD3E	3	1	3	0	0	0
CD3D	1	0	0	0	0	0
CD3G	2	1	0	0	0	0
UBE4A	7242	5475	5816	10100	7362	9884
LOC100131626	213	166	165	308	235	329
ATP5MG	5919	3651	4793	10229	7490	10256
KMT2A	18270	13228	14277	24896	16224	21652
TTC36-AS1	537	414	438	653	443	601
TTC36	154	115	119	165	105	157
TMEM25	1322	845	1043	1586	1015	1298
IFT46	1150	797	952	1984	1501	1999
ARCN1	11504	8295	8730	14422	9695	13253
PHLDB1	2842	1741	2020	5102	3261	4346
MIR6716	74	37	54	127	75	91
TREH	193	126	136	337	246	325
LOC105369519	0	3	1	0	0	0
DDX6	13088	9854	10504	18281	13188	18096
CXCR5	3165	2060	2449	2240	1561	2014
BCL9L	26724	17882	20827	19692	12442	16017
MIR4492	147	123	115	117	76	85
UPK2	176	95	131	127	93	110
FOXR1	8	5	2	19	13	17
CENATAC-DT	79	62	83	261	192	210
CENATAC	2386	1794	1894	3987	2637	3441
RPL23AP64	300	177	222	385	286	355
RPS25	43165	30103	35724	73520	54766	74801
TRAPPC4	2601	1833	2188	3529	2595	3340
SLC37A4	2467	1598	1996	4996	3305	4312
HYOU1	14622	9552	11660	11683	7421	10223
VPS11	4035	2842	3560	5142	3525	4690
HMBS	1809	1296	1597	3900	2844	3933
H2AX	2377	1896	1978	8142	5138	7041
DPAGT1	3282	2312	2770	5535	3729	5138
LOC107984397	29	29	21	101	54	73
C2CD2L	3132	2178	2697	3223	2183	2822
HINFP	1900	1346	1733	2893	1947	2755
ABCG4	11	5	7	9	2	9
NLRX1	568	403	446	1424	1023	1234
NHERF4	13	8	7	39	13	23
CCDC153	132	66	126	393	296	436
SNORD150	4	3	1	6	8	11
CBL	3177	2407	2555	3905	2602	3503
MCAM	1021	760	837	916	595	791
MIR6756	1	1	2	3	1	0
RNF26	1788	1125	1489	3603	2311	3237
C1QTNF5	4	2	2	1	0	2
MFRP	4	2	2	1	0	2
USP2	142	80	120	49	36	40
USP2-AS1	27	14	29	74	41	76
THY1	1	1	0	2	6	0
LOC107984398	17	9	9	8	5	5
LOC105369520	0	0	0	0	1	0
NECTIN1	1079	734	893	1774	1092	1476
NECTIN1-AS1	10	0	1	4	1	0
NECTIN1-DT	6	4	5	15	26	15
LOC105369526	0	0	0	0	0	0
LINC02744	0	0	0	0	0	0
LOC105369527	0	0	0	0	0	0
LOC105378956	0	0	1	0	0	0
TRIM29	48	26	46	17	13	9
LOC105369529	1	0	2	2	0	2
LOC107984399	0	0	0	0	0	0
LOC105369530	0	0	0	0	0	0
OAF	183	145	151	214	170	198
POU2F3	196	134	122	214	139	218
LOC649133	0	0	0	1	1	2
LOC105369531	1	0	1	1	0	2
TLCD5	358	258	252	421	258	350
ARHGEF12	6136	4609	4788	8293	5592	7762
GRIK4	11	5	6	17	15	14
LOC107984400	0	0	0	1	0	0
LOC105369532	1	1	1	9	4	5
LOC101929227	0	0	0	0	0	0
LOC101929208	0	0	0	1	0	0
TBCEL	759	590	581	1042	692	1049
TECTA	48	22	43	29	18	37
LOC105369533	0	0	0	0	0	0
LOC105369534	0	0	0	0	0	0
SC5D	1020	830	746	1274	921	1226
SORL1-AS1	5	3	1	6	3	5
SORL1	508	336	386	842	598	710
LOC105369535	4	0	1	2	1	0
LOC107984402	1	0	0	0	0	0
MIR100HG	0	0	0	0	0	0
MIR125B1	0	0	0	0	0	0
BLID	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0
MIR10526	0	0	0	0	0	0
MIR100	0	0	0	0	0	0
TRK-TTT2-1	0	1	0	2	1	1
UBASH3B	28	14	21	26	15	16
CRTAM	0	1	0	0	0	0
JHY	389	250	272	351	229	300
BSX	0	0	0	0	0	1
LOC341056	1	1	6	3	0	3
HSPA8	54944	42793	45034	72575	52367	73064
SNORD14E	29	23	24	26	15	19
SNORD14D	44	43	30	49	32	40
SNORD14C	35	29	31	38	25	31
LOC101929289	12	20	12	40	31	28
CLMP	89	49	67	89	48	78
LOC105369540	0	0	0	0	1	0
LOC105369539	0	0	0	0	0	0
LINC02727	0	0	0	0	0	0
GRAMD1B	17	10	17	22	11	10
MIR4493	0	0	0	0	0	0
SCN3B	0	0	0	0	0	0
LOC105369543	0	0	0	0	0	0
ZNF202	801	548	664	1205	844	1162
OR6X1	0	0	0	1	0	0
LOC105369544	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0
OR4D5	3	0	0	0	0	0
OR6T1	0	0	0	0	0	0
OR10S1	0	0	0	0	0	0
OR10G6	0	0	0	0	0	0
OR10G4	0	0	0	0	0	0
OR10G9	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0
OR10G7	0	0	0	0	0	0
LOC107984403	0	0	0	0	0	0
LOC105369545	0	0	0	0	0	0
VWA5A	30	30	28	38	41	50
OR10D3	0	1	2	1	0	5
LOC102724410	2	1	0	3	0	3
